2.460457267781999893e+06 1.901899999999999835e+01 7.089999999999999636e-01
2.460457273308999836e+06 1.894000000000000128e+01 6.450000000000000178e-01
2.460457437167999800e+06 2.042099999999999937e+01 3.692000000000000171e+00
2.460488251571999863e+06 1.922299999999999898e+01 7.790000000000000258e-01
2.460488254350000061e+06 1.863700000000000045e+01 4.600000000000000200e-01
2.460488272975000087e+06 1.841700000000000159e+01 3.599999999999999867e-01
2.460488278944999911e+06 1.934799999999999898e+01 8.419999999999999707e-01
2.460492157118999865e+06 2.319699999999999918e+01 2.156299999999999883e+01
2.460496141282000113e+06 1.897899999999999920e+01 4.979999999999999982e-01
2.460496144489999861e+06 1.846600000000000108e+01 3.310000000000000164e-01
2.460496150454000104e+06 1.932199999999999918e+01 7.600000000000000089e-01
2.460496160625000019e+06 1.949599999999999866e+01 1.062999999999999945e+00
2.460500134864999913e+06 2.228000000000000114e+01 8.388999999999999346e+00
2.460500143999000080e+06 2.056500000000000128e+01 1.657000000000000028e+00
2.460504128812999930e+06 2.097100000000000009e+01 2.705000000000000071e+00
2.460504131972000003e+06 1.901300000000000168e+01 3.330000000000000182e-01
2.460504138784000184e+06 1.910300000000000153e+01 4.939999999999999947e-01
2.460504150636000093e+06 2.094399999999999906e+01 2.954000000000000181e+00
2.460513187946000136e+06 1.961100000000000065e+01 9.809999999999999831e-01
2.460513869638999924e+06 2.216400000000000148e+01 1.245700000000000074e+01
2.460513872828000225e+06 1.910399999999999920e+01 6.410000000000000142e-01
2.460513878330999985e+06 1.949299999999999855e+01 1.792999999999999927e+00
2.460516100724999793e+06 1.889600000000000080e+01 5.909999999999999698e-01
2.460516103544000071e+06 1.902499999999999858e+01 3.529999999999999805e-01
2.460516110080999788e+06 1.800900000000000034e+01 1.839999999999999969e-01
2.460516120647999924e+06 1.841700000000000159e+01 2.349999999999999867e-01
2.460521846220000181e+06 1.971999999999999886e+01 9.899999999999999911e-01
2.460525827589000110e+06 2.578500000000000014e+01 2.380000000000000000e+02
2.460525843735999893e+06 1.966000000000000014e+01 8.629999999999999893e-01
2.460529826262000017e+06 1.860800000000000054e+01 2.839999999999999747e-01
2.460529831805999856e+06 1.888800000000000168e+01 3.760000000000000009e-01
2.460529835487999953e+06 2.018400000000000105e+01 1.471000000000000085e+00
2.460529841016999912e+06 1.980600000000000094e+01 1.195000000000000062e+00
2.460529853358000051e+06 1.926999999999999957e+01 6.899999999999999467e-01
2.460536075002999976e+06 1.986499999999999844e+01 1.114000000000000101e+00
2.460536078215999994e+06 2.019999999999999929e+01 1.536999999999999922e+00
2.460536084236000199e+06 1.980000000000000071e+01 1.181999999999999940e+00
2.460536104406000115e+06 1.917800000000000082e+01 5.220000000000000195e-01
2.460541829892999958e+06 1.801500000000000057e+01 2.489999999999999991e-01
2.460541833517000079e+06 1.930799999999999983e+01 7.950000000000000400e-01
2.460541835347999819e+06 1.951500000000000057e+01 1.300000000000000044e+00
2.460541838990000077e+06 1.946499999999999986e+01 1.008999999999999897e+00
2.460541840340999886e+06 1.877700000000000102e+01 5.610000000000000542e-01
2.460541854476000182e+06 1.969000000000000128e+01 1.284999999999999920e+00
2.460545781173999887e+06 1.796199999999999974e+01 2.049999999999999878e-01
2.460545784378000069e+06 1.798799999999999955e+01 2.149999999999999967e-01
2.460545791232999880e+06 1.821199999999999974e+01 2.750000000000000222e-01
2.460545801826000214e+06 1.795799999999999841e+01 2.169999999999999984e-01
2.460546974101999775e+06 1.791799999999999926e+01 2.989999999999999880e-01
2.460546977626000065e+06 1.767800000000000082e+01 1.690000000000000113e-01
2.460547013443000149e+06 1.758500000000000085e+01 1.600000000000000033e-01
2.460547018678000197e+06 1.749899999999999878e+01 1.110000000000000014e-01
2.460547979106999934e+06 1.781400000000000006e+01 1.650000000000000078e-01
2.460547982261999976e+06 1.798300000000000054e+01 1.960000000000000075e-01
2.460547987732000183e+06 1.796900000000000119e+01 2.179999999999999993e-01
2.460547999665999785e+06 1.786799999999999855e+01 1.570000000000000007e-01
2.460550991429000162e+06 1.782999999999999829e+01 1.640000000000000069e-01
2.460550995031999890e+06 1.961599999999999966e+01 1.100000000000000089e+00
2.460551000440000091e+06 1.776500000000000057e+01 1.670000000000000095e-01
2.460551025781000033e+06 1.922899999999999920e+01 6.600000000000000311e-01
2.460552011502000038e+06 1.845799999999999841e+01 3.290000000000000147e-01
2.460553012060000096e+06 1.768100000000000094e+01 1.409999999999999865e-01
2.460553015343000181e+06 1.746300000000000097e+01 1.160000000000000059e-01
2.460553025344000198e+06 1.762600000000000122e+01 1.529999999999999971e-01
2.460553044151000213e+06 1.745400000000000063e+01 1.079999999999999988e-01
2.460556039373000152e+06 1.733099999999999952e+01 9.800000000000000377e-02
2.460556044714000076e+06 1.702599999999999980e+01 8.000000000000000167e-02
2.460556048378000036e+06 1.707900000000000063e+01 8.699999999999999400e-02
2.460556071334000211e+06 1.708399999999999963e+01 7.499999999999999722e-02
2.460557058271000162e+06 1.699899999999999878e+01 9.199999999999999845e-02
2.460557082241000142e+06 1.689699999999999847e+01 7.799999999999999989e-02
2.460557097426999826e+06 1.703200000000000003e+01 7.599999999999999811e-02
2.460557110931999981e+06 1.698600000000000065e+01 9.700000000000000289e-02
2.460560044344999827e+06 1.674599999999999866e+01 6.300000000000000044e-02
2.460560048109999858e+06 1.678200000000000003e+01 6.300000000000000044e-02
2.460560053435000125e+06 1.685699999999999932e+01 7.599999999999999811e-02
2.460560075554000214e+06 1.676699999999999946e+01 7.499999999999999722e-02
2.460564006959000137e+06 1.671499999999999986e+01 1.429999999999999882e-01
2.460564010183999781e+06 1.663899999999999935e+01 1.010000000000000064e-01
2.460564015680000186e+06 1.679799999999999827e+01 9.299999999999999933e-02
2.460564025543000083e+06 1.669800000000000040e+01 9.099999999999999756e-02
2.460565750787000172e+06 1.702499999999999858e+01 1.829999999999999960e-01
2.460565754015000071e+06 1.667299999999999827e+01 9.700000000000000289e-02
2.460565761400000192e+06 1.654799999999999827e+01 7.900000000000000078e-02
2.460565771803000011e+06 1.661299999999999955e+01 8.000000000000000167e-02
2.460568049188000150e+06 1.618199999999999861e+01 3.799999999999999906e-02
2.460568052383000031e+06 1.617999999999999972e+01 4.200000000000000261e-02
2.460568057649000082e+06 1.623999999999999844e+01 4.700000000000000011e-02
2.460568070532999933e+06 1.619800000000000040e+01 4.100000000000000172e-02
2.460569091827999800e+06 1.608800000000000097e+01 4.100000000000000172e-02
2.460569095129000023e+06 1.616100000000000136e+01 4.499999999999999833e-02
2.460569100664999802e+06 1.608500000000000085e+01 3.400000000000000244e-02
2.460569114839000162e+06 1.612399999999999878e+01 3.599999999999999728e-02
2.460569740017999895e+06 1.608800000000000097e+01 4.599999999999999922e-02
2.460569743298000190e+06 1.623600000000000065e+01 6.400000000000000133e-02
2.460569749445999973e+06 1.622899999999999920e+01 5.700000000000000205e-02
2.460569759393000044e+06 1.603800000000000026e+01 5.000000000000000278e-02
2.460573760137999896e+06 1.555000000000000071e+01 2.500000000000000139e-02
2.460573763009000104e+06 1.553700000000000081e+01 2.199999999999999872e-02
2.460573780991000123e+06 1.556199999999999939e+01 2.400000000000000050e-02
2.460573786991000175e+06 1.563899999999999935e+01 2.999999999999999889e-02
2.460577737044999842e+06 1.447300000000000075e+01 1.099999999999999936e-02
2.460577740867000073e+06 1.444400000000000084e+01 1.000000000000000021e-02
2.460577748205000069e+06 1.444699999999999918e+01 1.099999999999999936e-02
2.460577757985000033e+06 1.445100000000000051e+01 1.000000000000000021e-02
