2.460556539802248124e+06 2.058446502728282468e+01 3.692267781879985528e-02
2.460556543584312778e+06 2.058814405602323205e+01 3.143055354756632558e-02
2.460580540177280083e+06 1.797238135689853777e+01 1.475934979074717927e-02
2.460580543961279094e+06 1.796123772825136911e+01 1.104069231846880293e-02
2.460582512935099658e+06 1.847287162657386261e+01 1.123371616163393663e-02
2.460582516717251390e+06 1.844622163917455993e+01 1.019293135562152758e-02
2.460590878910322208e+06 1.988774989999215492e+01 5.287969529856968720e-02
2.460590887028299738e+06 1.989664297156221551e+01 4.832260596174529910e-02
2.460590888041481376e+06 1.997332386035884966e+01 4.373391246657652720e-02
2.460590908372692298e+06 1.996928020028376949e+01 4.157453841314382587e-02
2.460591491576611530e+06 2.018519559453513779e+01 5.905976249290947194e-02
2.460591879325881135e+06 1.995070163383555695e+01 5.691197917892398817e-02
2.460591880346246995e+06 2.003659700977607727e+01 4.786784440640986377e-02
2.460591886961071286e+06 2.020866979819408726e+01 4.886442082605343962e-02
2.460591887973283418e+06 2.015157744991576649e+01 4.505045976182507628e-02
